topology,n_requests,sampler,calibration,n_solver_runs,n_instances,mean_raw_feasible_read_rate,fraction_runs_with_any_feasible,mean_raw_request_conflicts,mean_raw_edge_violations,mean_raw_memory_violations,mean_raw_violation_count,mean_raw_overload_units,mean_raw_gap_on_feasible_runs_pct,mean_repaired_gap_pct,mean_B,mean_D,mean_B_ratio,mean_D_ratio,mean_sample_time_s
grid4x4_c5,16,sqa,resource_aware_per,450,90,0.13333333333333333,0.13333333333333333,1.6422222222222222,0.024444444444444446,0.05333333333333334,1.72,0.09333333333333334,28.333416508359672,24.240883293074678,1.899679621540855,2.0926955672421563,0.4510112249913974,0.4946707446158345,7.559234765731639
grid4x4_c5,24,sa,conventional,450,90,0.0,0.0,2.2666666666666666,1.68,2.78,6.726666666666667,9.151111111111112,nan,91.33615842849498,4.553953726259395,4.553953726259395,1.0,1.0,0.2783941866747207
grid4x4_c5,24,sa,resource_aware,450,90,0.0,0.0,2.2644444444444445,1.6733333333333333,2.7711111111111113,6.708888888888889,9.126666666666667,nan,91.29988900383779,4.517714026037173,4.553953726259395,0.9923244509569582,1.0,0.27678879581980353
grid4x4_c5,24,sa,resource_aware_per,450,90,0.03777777777777778,0.03777777777777778,1.6888888888888889,0.9444444444444444,1.8977777777777778,4.5311111111111115,5.8244444444444445,67.49087928920693,73.44535657736338,2.5343115876838676,2.7969085221688754,0.5608357516616094,0.6184269220580018,0.31687516150879674
grid4x4_c5,24,sqa,conventional,450,90,0.14666666666666667,0.14666666666666667,1.7977777777777777,0.011111111111111112,0.06222222222222222,1.8711111111111112,0.1,37.81182585829374,33.82322700286011,4.553953726259395,4.553953726259395,1.0,1.0,7.666323915833168
grid4x4_c5,24,sqa,resource_aware,450,90,0.16,0.16,1.771111111111111,0.008888888888888889,0.06,1.84,0.09111111111111111,37.9205777435526,33.597737803953294,4.517714026037173,4.553953726259395,0.9923244509569582,1.0,7.716188166948527
grid4x4_c5,24,sqa,resource_aware_per,450,90,0.16666666666666666,0.16666666666666666,1.6422222222222222,0.013333333333333334,0.08888888888888889,1.7444444444444445,0.12,29.43086872196607,26.749047347743172,2.5343115876838676,2.7969085221688754,0.5608357516616094,0.6184269220580018,7.9655914114015305
grid4x4_c5,8,sa,conventional,450,90,0.006666666666666667,0.006666666666666667,1.9422222222222223,1.3444444444444446,2.2511111111111113,5.5377777777777775,8.006666666666666,132.68024898481357,86.08855614846158,3.7130214571377205,3.7130214571377205,1.0,1.0,0.14823468862017358
grid4x4_c5,8,sa,resource_aware,450,90,0.0044444444444444444,0.0044444444444444444,1.9288888888888889,1.34,2.2577777777777777,5.526666666666666,8.046666666666667,134.0461630150328,85.34583734516453,3.2891895407698963,3.4541032698801812,0.8835744726862426,0.9259321374034017,0.14798895507074322
grid4x4_c5,8,sa,resource_aware_per,450,90,0.042222222222222223,0.042222222222222223,1.2866666666666666,1.0355555555555556,1.4777777777777779,3.8,5.588888888888889,90.4746316912146,75.6308054730321,0.9317585031537471,0.9406366210595758,0.2541990356086071,0.25254761470148257,0.22013643729073618
grid4x4_c5,8,sqa,conventional,450,90,0.07555555555555556,0.07555555555555556,1.8555555555555556,0.015555555555555555,0.035555555555555556,1.9066666666666667,0.06888888888888889,58.42915195574287,37.28800293804856,3.7130214571377205,3.7130214571377205,1.0,1.0,6.846724285588975
grid4x4_c5,8,sqa,resource_aware,450,90,0.07111111111111111,0.07111111111111111,1.88,0.015555555555555555,0.03333333333333333,1.9288888888888889,0.06888888888888889,57.35929840775071,35.531180998634326,3.2891895407698963,3.4541032698801812,0.8835744726862426,0.9259321374034017,6.924091068418865
grid4x4_c5,8,sqa,resource_aware_per,450,90,0.2688888888888889,0.2688888888888889,1.1288888888888888,0.015555555555555555,0.015555555555555555,1.16,0.06888888888888889,23.492889056742808,20.424844625554123,0.9317585031537471,0.9406366210595758,0.2541990356086071,0.25254761470148257,7.1095623836971615
