topology,instance_seed,n_requests,calibration,sampler,reads,sweeps,solver_seed,independent_reads,n_samples,n_distinct_samples,raw_feasible_rate,any_raw_feasible,repaired_gap_pct
grid4x4_c5,58,16,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,49.54114892164633
grid4x4_c5,58,16,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,60.61573365622122
grid4x4_c5,58,16,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,42.53759214331367
grid4x4_c5,58,16,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,68.34132630394674
grid4x4_c5,58,16,resource_aware_per,sa,100,default,101,True,100,100,0.0,0.0,39.07563762810083
grid4x4_c5,58,16,resource_aware_per,sa,100,default,202,True,100,100,0.02,1.0,37.71063377381877
grid4x4_c5,58,24,conventional,sa,10,10000,101,True,10,10,0.0,0.0,74.17581444263298
grid4x4_c5,58,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,79.35360589594288
grid4x4_c5,58,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,74.17581444263298
grid4x4_c5,58,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,79.35360589594288
grid4x4_c5,58,24,conventional,sa,100,default,101,True,100,96,0.0,0.0,64.94742806029001
grid4x4_c5,58,24,conventional,sa,100,default,202,True,100,94,0.0,0.0,63.11722391341336
grid4x4_c5,58,24,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,75.5547863416807
grid4x4_c5,58,24,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,79.35360589594288
grid4x4_c5,58,24,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,75.5547863416807
grid4x4_c5,58,24,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,79.35360589594288
grid4x4_c5,58,24,resource_aware_per,sa,100,default,101,True,100,91,0.0,0.0,60.997089069228984
grid4x4_c5,58,24,resource_aware_per,sa,100,default,202,True,100,91,0.0,0.0,66.17488052253888
grid4x4_c5,59,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,25.9335360834271
grid4x4_c5,59,8,conventional,sa,10,10000,202,True,10,10,0.0,0.0,39.91038586859895
grid4x4_c5,59,8,conventional,sa,10,default,101,True,10,10,0.0,0.0,25.9335360834271
grid4x4_c5,59,8,conventional,sa,10,default,202,True,10,10,0.0,0.0,39.91038586859895
grid4x4_c5,59,8,conventional,sa,100,default,101,True,100,99,0.0,0.0,7.871472769594704
grid4x4_c5,59,8,conventional,sa,100,default,202,True,100,99,0.0,0.0,15.269209751029422
grid4x4_c5,59,8,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,35.89915934895232
grid4x4_c5,59,8,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,26.926226940568387
grid4x4_c5,59,8,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,35.89915934895232
grid4x4_c5,59,8,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,28.87374095185944
grid4x4_c5,59,8,resource_aware_per,sa,100,default,101,True,100,100,0.0,0.0,7.871472769594704
grid4x4_c5,59,8,resource_aware_per,sa,100,default,202,True,100,100,0.0,0.0,7.871472769594704
grid4x4_c5,59,16,conventional,sa,10,10000,101,True,10,9,0.0,0.0,65.59131969042028
grid4x4_c5,59,16,conventional,sa,10,10000,202,True,10,10,0.0,0.0,91.83602748504882
grid4x4_c5,59,16,conventional,sa,10,default,101,True,10,10,0.0,0.0,65.59131969042028
grid4x4_c5,59,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,91.83602748504882
grid4x4_c5,59,16,conventional,sa,100,default,101,True,100,88,0.0,0.0,65.59131969042028
grid4x4_c5,59,16,conventional,sa,100,default,202,True,100,90,0.0,0.0,71.75940209484841
grid4x4_c5,59,16,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,70.827609324777
grid4x4_c5,59,16,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,92.65843447279703
grid4x4_c5,59,16,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,70.827609324777
grid4x4_c5,59,16,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,92.65843447279703
grid4x4_c5,59,16,resource_aware_per,sa,100,default,101,True,100,86,0.0,0.0,66.78513170323983
grid4x4_c5,59,16,resource_aware_per,sa,100,default,202,True,100,93,0.0,0.0,59.12195782341409
grid4x4_c5,59,24,conventional,sa,10,10000,101,True,10,10,0.0,0.0,88.58085500269712
grid4x4_c5,59,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,80.0919192831971
grid4x4_c5,59,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,88.58085500269712
grid4x4_c5,59,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,80.0919192831971
grid4x4_c5,59,24,conventional,sa,100,default,101,True,100,100,0.0,0.0,77.57467114357244
grid4x4_c5,59,24,conventional,sa,100,default,202,True,100,99,0.0,0.0,80.0919192831971
grid4x4_c5,59,24,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,79.86580221557954
grid4x4_c5,59,24,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,77.14872220609206
grid4x4_c5,59,24,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,79.86580221557954
grid4x4_c5,59,24,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,77.14872220609206
grid4x4_c5,59,24,resource_aware_per,sa,100,default,101,True,100,100,0.0,0.0,75.87349169482512
grid4x4_c5,59,24,resource_aware_per,sa,100,default,202,True,100,100,0.0,0.0,77.14872220609206
grid4x4_c5,60,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,20.06349213684754
grid4x4_c5,60,8,conventional,sa,10,10000,202,True,10,10,0.0,0.0,59.362639629061505
grid4x4_c5,60,8,conventional,sa,10,default,101,True,10,10,0.0,0.0,20.06349213684754
grid4x4_c5,60,8,conventional,sa,10,default,202,True,10,10,0.0,0.0,59.362639629061505
grid4x4_c5,60,8,conventional,sa,100,default,101,True,100,93,0.0,0.0,20.06349213684754
grid4x4_c5,60,8,conventional,sa,100,default,202,True,100,94,0.0,0.0,38.56814765489921
grid4x4_c5,60,8,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,56.327554294625386
grid4x4_c5,60,8,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,-2.214582397565528e-14
grid4x4_c5,60,8,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,56.327554294625386
grid4x4_c5,60,8,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,-2.214582397565528e-14
grid4x4_c5,60,8,resource_aware_per,sa,100,default,101,True,100,100,0.02,1.0,16.775362885502606
grid4x4_c5,60,8,resource_aware_per,sa,100,default,202,True,100,100,0.06,1.0,-2.214582397565528e-14
grid4x4_c5,60,16,conventional,sa,10,10000,101,True,10,10,0.0,0.0,78.73349304768597
grid4x4_c5,60,16,conventional,sa,10,10000,202,True,10,10,0.0,0.0,78.27707117589107
grid4x4_c5,60,16,conventional,sa,10,default,101,True,10,10,0.0,0.0,88.17646388348646
grid4x4_c5,60,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,78.27707117589107
grid4x4_c5,60,16,conventional,sa,100,default,101,True,100,87,0.0,0.0,81.06376811109843
grid4x4_c5,60,16,conventional,sa,100,default,202,True,100,83,0.0,0.0,78.27707117589107
grid4x4_c5,60,16,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,89.88028670493593
grid4x4_c5,60,16,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,78.27707117589107
grid4x4_c5,60,16,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,84.17026046259103
grid4x4_c5,60,16,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,78.27707117589107
grid4x4_c5,60,16,resource_aware_per,sa,100,default,101,True,100,100,0.0,0.0,66.92768467883448
grid4x4_c5,60,16,resource_aware_per,sa,100,default,202,True,100,100,0.0,0.0,56.047998549481505
grid4x4_c5,60,24,conventional,sa,10,10000,101,True,10,10,0.0,0.0,83.6694416433974
grid4x4_c5,60,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,86.89614242550196
grid4x4_c5,60,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,83.6694416433974
grid4x4_c5,60,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,86.89614242550196
grid4x4_c5,60,24,conventional,sa,100,default,101,True,100,77,0.01,1.0,75.95825708828185
grid4x4_c5,60,24,conventional,sa,100,default,202,True,100,84,0.01,1.0,83.38429157688164
grid4x4_c5,60,24,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,37.477155179241294
grid4x4_c5,60,24,resource_aware_per,sa,10,10000,202,True,10,10,0.4,1.0,13.843265418850555
grid4x4_c5,60,24,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,43.33670233383866
grid4x4_c5,60,24,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,43.62726344374815
grid4x4_c5,60,24,resource_aware_per,sa,100,default,101,True,100,100,0.11,1.0,21.53638917938703
grid4x4_c5,60,24,resource_aware_per,sa,100,default,202,True,100,100,0.15,1.0,38.916425048733245
grid4x4_c5,61,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,62.73513169535304
grid4x4_c5,61,8,conventional,sa,10,10000,202,True,10,9,0.0,0.0,43.89912458796784
grid4x4_c5,61,8,conventional,sa,10,default,101,True,10,10,0.0,0.0,62.73513169535304
grid4x4_c5,61,8,conventional,sa,10,default,202,True,10,9,0.0,0.0,43.89912458796784
grid4x4_c5,61,8,conventional,sa,100,default,101,True,100,94,0.0,0.0,22.64303003410386
grid4x4_c5,61,8,conventional,sa,100,default,202,True,100,93,0.0,0.0,36.73010554440607
grid4x4_c5,61,8,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,36.73010554440607
grid4x4_c5,61,8,resource_aware_per,sa,10,10000,202,True,10,9,0.0,0.0,56.97114511619059
grid4x4_c5,61,8,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,36.73010554440607
grid4x4_c5,61,8,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,56.97114511619059
grid4x4_c5,61,8,resource_aware_per,sa,100,default,101,True,100,99,0.01,1.0,22.64303003410386
grid4x4_c5,61,8,resource_aware_per,sa,100,default,202,True,100,99,0.02,1.0,36.73010554440607
grid4x4_c5,61,16,conventional,sa,10,10000,101,True,10,10,0.0,0.0,64.63406786790303
grid4x4_c5,61,16,conventional,sa,10,10000,202,True,10,10,0.0,0.0,84.32001709553367
grid4x4_c5,61,16,conventional,sa,10,default,101,True,10,10,0.0,0.0,64.63406786790303
grid4x4_c5,61,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,84.32001709553367
grid4x4_c5,61,16,conventional,sa,100,default,101,True,100,81,0.0,0.0,53.7140310637114
grid4x4_c5,61,16,conventional,sa,100,default,202,True,100,80,0.0,0.0,49.17046443628715
grid4x4_c5,61,16,resource_aware_per,sa,10,10000,101,True,10,10,0.1,1.0,29.75788397043713
grid4x4_c5,61,16,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,22.626419102053696
grid4x4_c5,61,16,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,28.45618829954549
grid4x4_c5,61,16,resource_aware_per,sa,10,default,202,True,10,10,0.3,1.0,29.624628802417764
grid4x4_c5,61,16,resource_aware_per,sa,100,default,101,True,100,100,0.16,1.0,18.949215467332035
grid4x4_c5,61,16,resource_aware_per,sa,100,default,202,True,100,100,0.18,1.0,29.624628802417764
grid4x4_c5,61,24,conventional,sa,10,10000,101,True,10,10,0.0,0.0,71.63027020012514
grid4x4_c5,61,24,conventional,sa,10,10000,202,True,10,8,0.0,0.0,77.75957628740979
grid4x4_c5,61,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,79.95716863212519
grid4x4_c5,61,24,conventional,sa,10,default,202,True,10,8,0.0,0.0,82.99994735420469
grid4x4_c5,61,24,conventional,sa,100,default,101,True,100,79,0.03,1.0,55.64835534494233
grid4x4_c5,61,24,conventional,sa,100,default,202,True,100,85,0.01,1.0,52.096838251427556
grid4x4_c5,61,24,resource_aware_per,sa,10,10000,101,True,10,9,0.0,0.0,69.64128647157185
grid4x4_c5,61,24,resource_aware_per,sa,10,10000,202,True,10,7,0.4,1.0,77.35590674794565
grid4x4_c5,61,24,resource_aware_per,sa,10,default,101,True,10,9,0.0,0.0,69.64128647157185
grid4x4_c5,61,24,resource_aware_per,sa,10,default,202,True,10,7,0.4,1.0,77.35590674794565
grid4x4_c5,61,24,resource_aware_per,sa,100,default,101,True,100,62,0.14,1.0,63.359191585698
grid4x4_c5,61,24,resource_aware_per,sa,100,default,202,True,100,72,0.18,1.0,52.096838251427556
grid4x4_c5,62,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,68.55799882045942
grid4x4_c5,62,8,conventional,sa,10,10000,202,True,10,10,0.0,0.0,57.65542387023227
grid4x4_c5,62,8,conventional,sa,10,default,101,True,10,10,0.0,0.0,68.55799882045942
grid4x4_c5,62,8,conventional,sa,10,default,202,True,10,10,0.0,0.0,57.65542387023227
grid4x4_c5,62,8,conventional,sa,100,default,101,True,100,99,0.0,0.0,42.008836139666634
grid4x4_c5,62,8,conventional,sa,100,default,202,True,100,100,0.0,0.0,55.25082111487836
grid4x4_c5,62,8,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,51.19471117077191
grid4x4_c5,62,8,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,38.763183356812476
grid4x4_c5,62,8,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,54.72140048055264
grid4x4_c5,62,8,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,44.3101846481287
grid4x4_c5,62,8,resource_aware_per,sa,100,default,101,True,100,100,0.0,0.0,30.88620347623446
grid4x4_c5,62,8,resource_aware_per,sa,100,default,202,True,100,100,0.01,1.0,38.763183356812476
grid4x4_c5,62,16,conventional,sa,10,10000,101,True,10,10,0.0,0.0,63.05217262396117
grid4x4_c5,62,16,conventional,sa,10,10000,202,True,10,10,0.0,0.0,54.55010456111497
grid4x4_c5,62,16,conventional,sa,10,default,101,True,10,10,0.0,0.0,71.46639959223259
grid4x4_c5,62,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,67.54169467779194
grid4x4_c5,62,16,conventional,sa,100,default,101,True,100,98,0.0,0.0,61.215199025175885
grid4x4_c5,62,16,conventional,sa,100,default,202,True,100,96,0.0,0.0,64.11114055049781
grid4x4_c5,62,16,resource_aware_per,sa,10,10000,101,True,10,10,0.3,1.0,26.5649242676471
grid4x4_c5,62,16,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,48.46513106358882
grid4x4_c5,62,16,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,31.927152273993908
grid4x4_c5,62,16,resource_aware_per,sa,10,default,202,True,10,10,0.1,1.0,42.09199093318046
grid4x4_c5,62,16,resource_aware_per,sa,100,default,101,True,100,100,0.03,1.0,31.927152273993908
grid4x4_c5,62,16,resource_aware_per,sa,100,default,202,True,100,100,0.05,1.0,27.872741981918974
grid4x4_c5,62,24,conventional,sa,10,10000,101,True,10,10,0.0,0.0,79.90498269203458
grid4x4_c5,62,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,67.59817825727096
grid4x4_c5,62,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,79.90498269203458
grid4x4_c5,62,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,67.59817825727096
grid4x4_c5,62,24,conventional,sa,100,default,101,True,100,95,0.0,0.0,61.556633592771625
grid4x4_c5,62,24,conventional,sa,100,default,202,True,100,92,0.0,0.0,67.59817825727096
grid4x4_c5,62,24,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,45.434389727886646
grid4x4_c5,62,24,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,28.46462144311626
grid4x4_c5,62,24,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,53.909742320048736
grid4x4_c5,62,24,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,27.749123697357767
grid4x4_c5,62,24,resource_aware_per,sa,100,default,101,True,100,100,0.03,1.0,29.4016573989113
grid4x4_c5,62,24,resource_aware_per,sa,100,default,202,True,100,100,0.04,1.0,27.749123697357767
grid4x4_c5,63,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,60.05947639327356
grid4x4_c5,63,8,conventional,sa,10,10000,202,True,10,10,0.0,0.0,40.26303327779835
grid4x4_c5,63,8,conventional,sa,10,default,101,True,10,10,0.0,0.0,60.05947639327356
grid4x4_c5,63,8,conventional,sa,10,default,202,True,10,10,0.0,0.0,40.26303327779835
grid4x4_c5,63,8,conventional,sa,100,default,101,True,100,91,0.0,0.0,34.60478384670371
grid4x4_c5,63,8,conventional,sa,100,default,202,True,100,99,0.0,0.0,40.26303327779835
grid4x4_c5,63,8,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,28.42086258006401
grid4x4_c5,63,8,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,31.724348556890632
grid4x4_c5,63,8,resource_aware_per,sa,10,default,101,True,10,10,0.1,1.0,32.74352942495487
grid4x4_c5,63,8,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,18.50261963468114
grid4x4_c5,63,8,resource_aware_per,sa,100,default,101,True,100,99,0.02,1.0,14.8083407312285
grid4x4_c5,63,8,resource_aware_per,sa,100,default,202,True,100,99,0.02,1.0,18.50261963468114
grid4x4_c5,63,16,conventional,sa,10,10000,101,True,10,10,0.0,0.0,74.0246139471481
grid4x4_c5,63,16,conventional,sa,10,10000,202,True,10,9,0.0,0.0,70.63463214360581
grid4x4_c5,63,16,conventional,sa,10,default,101,True,10,10,0.0,0.0,74.0246139471481
grid4x4_c5,63,16,conventional,sa,10,default,202,True,10,9,0.0,0.0,73.09469759544318
grid4x4_c5,63,16,conventional,sa,100,default,101,True,100,96,0.0,0.0,49.65610293945464
grid4x4_c5,63,16,conventional,sa,100,default,202,True,100,96,0.0,0.0,66.5166701006981
grid4x4_c5,63,16,resource_aware_per,sa,10,10000,101,True,10,10,0.1,1.0,30.983481209159304
grid4x4_c5,63,16,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,18.49651981648999
grid4x4_c5,63,16,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,46.2553174712469
grid4x4_c5,63,16,resource_aware_per,sa,10,default,202,True,10,10,0.1,1.0,51.07450965847986
grid4x4_c5,63,16,resource_aware_per,sa,100,default,101,True,100,100,0.04,1.0,37.52611440439841
grid4x4_c5,63,16,resource_aware_per,sa,100,default,202,True,100,100,0.06,1.0,18.419571608105304
grid4x4_c5,63,24,conventional,sa,10,10000,101,True,10,10,0.0,0.0,85.32897302775689
grid4x4_c5,63,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,78.33122878123764
grid4x4_c5,63,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,85.32897302775689
grid4x4_c5,63,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,78.33122878123764
grid4x4_c5,63,24,conventional,sa,100,default,101,True,100,99,0.0,0.0,68.39684498659372
grid4x4_c5,63,24,conventional,sa,100,default,202,True,100,95,0.0,0.0,72.94542783234414
grid4x4_c5,63,24,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,85.72736633638493
grid4x4_c5,63,24,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,78.33122878123764
grid4x4_c5,63,24,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,85.72736633638493
grid4x4_c5,63,24,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,78.33122878123764
grid4x4_c5,63,24,resource_aware_per,sa,100,default,101,True,100,99,0.0,0.0,68.39684498659372
grid4x4_c5,63,24,resource_aware_per,sa,100,default,202,True,100,94,0.0,0.0,69.42398295699896
grid4x4_c5,64,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,26.790957813658796
grid4x4_c5,64,8,conventional,sa,10,10000,202,True,10,10,0.0,0.0,40.15578874116697
grid4x4_c5,64,8,conventional,sa,10,default,101,True,10,10,0.0,0.0,20.3252972371852
grid4x4_c5,64,8,conventional,sa,10,default,202,True,10,10,0.0,0.0,40.15578874116697
grid4x4_c5,64,8,conventional,sa,100,default,101,True,100,98,0.0,0.0,11.361791587751467
grid4x4_c5,64,8,conventional,sa,100,default,202,True,100,97,0.0,0.0,23.890917335256116
grid4x4_c5,64,8,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,43.97916921309414
grid4x4_c5,64,8,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,16.14011002630448
grid4x4_c5,64,8,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,33.69012816469339
grid4x4_c5,64,8,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,16.14011002630448
grid4x4_c5,64,8,resource_aware_per,sa,100,default,101,True,100,100,0.0,0.0,23.999684716043824
grid4x4_c5,64,8,resource_aware_per,sa,100,default,202,True,100,100,0.0,0.0,16.14011002630448
grid4x4_c5,64,16,conventional,sa,10,10000,101,True,10,9,0.0,0.0,64.95021214839046
grid4x4_c5,64,16,conventional,sa,10,10000,202,True,10,10,0.0,0.0,62.59932691519491
grid4x4_c5,64,16,conventional,sa,10,default,101,True,10,9,0.0,0.0,70.22523369954332
grid4x4_c5,64,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,62.59932691519491
grid4x4_c5,64,16,conventional,sa,100,default,101,True,100,85,0.0,0.0,41.57563287448487
grid4x4_c5,64,16,conventional,sa,100,default,202,True,100,78,0.0,0.0,52.09273010077075
grid4x4_c5,64,16,resource_aware_per,sa,10,10000,101,True,10,10,0.1,1.0,36.05974024927661
grid4x4_c5,64,16,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,28.682756232273476
grid4x4_c5,64,16,resource_aware_per,sa,10,default,101,True,10,10,0.1,1.0,36.05974024927661
grid4x4_c5,64,16,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,45.92250116420506
grid4x4_c5,64,16,resource_aware_per,sa,100,default,101,True,100,100,0.03,1.0,28.682756232273476
grid4x4_c5,64,16,resource_aware_per,sa,100,default,202,True,100,100,0.0,0.0,26.598199431399642
grid4x4_c5,64,24,conventional,sa,10,10000,101,True,10,10,0.0,0.0,63.577963028164696
grid4x4_c5,64,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,67.03978289055516
grid4x4_c5,64,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,63.577963028164696
grid4x4_c5,64,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,65.22431844830125
grid4x4_c5,64,24,conventional,sa,100,default,101,True,100,92,0.0,0.0,63.09365093428819
grid4x4_c5,64,24,conventional,sa,100,default,202,True,100,95,0.0,0.0,56.473558444922226
grid4x4_c5,64,24,resource_aware_per,sa,10,10000,101,True,10,10,0.1,1.0,37.8517045705593
grid4x4_c5,64,24,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,43.343015303711475
grid4x4_c5,64,24,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,46.902189021847484
grid4x4_c5,64,24,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,36.33996861559668
grid4x4_c5,64,24,resource_aware_per,sa,100,default,101,True,100,100,0.01,1.0,39.909095572802215
grid4x4_c5,64,24,resource_aware_per,sa,100,default,202,True,100,100,0.01,1.0,36.33996861559668
grid4x4_c5,65,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,72.23356681289752
grid4x4_c5,65,8,conventional,sa,10,10000,202,True,10,10,0.0,0.0,57.02392516065654
grid4x4_c5,65,8,conventional,sa,10,default,101,True,10,10,0.0,0.0,72.23356681289752
grid4x4_c5,65,8,conventional,sa,10,default,202,True,10,10,0.0,0.0,57.02392516065654
grid4x4_c5,65,8,conventional,sa,100,default,101,True,100,94,0.0,0.0,37.77150951962958
grid4x4_c5,65,8,conventional,sa,100,default,202,True,100,92,0.0,0.0,42.80267962922392
grid4x4_c5,65,8,resource_aware_per,sa,10,10000,101,True,10,10,0.1,1.0,15.297695915412682
grid4x4_c5,65,8,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,23.73658431275042
grid4x4_c5,65,8,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,15.297695915412682
grid4x4_c5,65,8,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,23.73658431275042
grid4x4_c5,65,8,resource_aware_per,sa,100,default,101,True,100,100,0.02,1.0,5.174146408551875
grid4x4_c5,65,8,resource_aware_per,sa,100,default,202,True,100,100,0.02,1.0,1.096952666139154
grid4x4_c5,65,16,conventional,sa,10,10000,101,True,10,10,0.1,1.0,89.78689502376618
grid4x4_c5,65,16,conventional,sa,10,10000,202,True,10,10,0.1,1.0,82.41608995610154
grid4x4_c5,65,16,conventional,sa,10,default,101,True,10,10,0.1,1.0,89.78689502376618
grid4x4_c5,65,16,conventional,sa,10,default,202,True,10,10,0.1,1.0,82.41608995610154
grid4x4_c5,65,16,conventional,sa,100,default,101,True,100,84,0.1,1.0,55.95126677071518
grid4x4_c5,65,16,conventional,sa,100,default,202,True,100,82,0.14,1.0,71.66861181171416
grid4x4_c5,65,16,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,16.298514157205318
grid4x4_c5,65,16,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,28.988722649591246
grid4x4_c5,65,16,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,22.348595232623467
grid4x4_c5,65,16,resource_aware_per,sa,10,default,202,True,10,10,0.1,1.0,18.33271439780432
grid4x4_c5,65,16,resource_aware_per,sa,100,default,101,True,100,100,0.16,1.0,15.633429967736074
grid4x4_c5,65,16,resource_aware_per,sa,100,default,202,True,100,100,0.19,1.0,6.094225444840962
grid4x4_c5,65,24,conventional,sa,10,10000,101,True,10,9,0.1,1.0,77.70234380081442
grid4x4_c5,65,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,68.58548706942535
grid4x4_c5,65,24,conventional,sa,10,default,101,True,10,9,0.1,1.0,77.70234380081442
grid4x4_c5,65,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,68.58548706942535
grid4x4_c5,65,24,conventional,sa,100,default,101,True,100,84,0.05,1.0,77.70234380081442
grid4x4_c5,65,24,conventional,sa,100,default,202,True,100,93,0.04,1.0,68.58548706942535
grid4x4_c5,65,24,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,19.67266755569139
grid4x4_c5,65,24,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,80.00617178447042
grid4x4_c5,65,24,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,47.19046282715795
grid4x4_c5,65,24,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,80.00617178447042
grid4x4_c5,65,24,resource_aware_per,sa,100,default,101,True,100,85,0.08,1.0,47.19046282715795
grid4x4_c5,65,24,resource_aware_per,sa,100,default,202,True,100,89,0.06,1.0,69.25883111948657
grid4x4_c5,66,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,58.42289136710381
grid4x4_c5,66,8,conventional,sa,10,10000,202,True,10,10,0.0,0.0,68.25041374571981
grid4x4_c5,66,8,conventional,sa,10,default,101,True,10,10,0.0,0.0,58.42289136710381
grid4x4_c5,66,8,conventional,sa,10,default,202,True,10,10,0.0,0.0,68.25041374571981
grid4x4_c5,66,8,conventional,sa,100,default,101,True,100,89,0.0,0.0,54.78775665778162
grid4x4_c5,66,8,conventional,sa,100,default,202,True,100,95,0.0,0.0,42.64686846929685
